query,Y
"Title: C# Why do I get UserControl Eventhandler definiton error?Query: I have custom button (UserControl) and I want to create evenhandler for parent form but I always get this error and I don´t know why:

UserControl:
        
    public event EventHandler OnMyClick;
    private void label1_Click(object sender, EventArgs e)
    {
      if (OnMyClick != null)
      OnMyClick(""test"",e);
    }

Parent form:
    
    private void Form1_Load(object sender, EventArgs e)
    {
     CreateMainMenu();
     Computers_List ctrl = new Computers_List();
     ctrl.OnMyClick += MainMenuClicked(); //I get error here on OnMyClick
    }

    protected void MainMenuClicked()
    {
    //something       
    }

Error:
    
Severity	Code	Description	Project	File	Line	Suppression State
Error	CS1061	'Computers_List' does not contain a definition for 'OnMyClick' and no extension method 'OnMyClick' accepting a first argument of type 'Computers_List' could be found (are you missing a using directive or an assembly reference?)	IT sklad	C:\Users\somap\onedrive\documents\visual studio 2015\Projects\IT sklad\IT sklad\Form1.cs	27	Active
",LQ_EDIT
"Title: How would I go about having a chat update after loading?Query: <p>I've tried searching on here for a bit to try and find someone with a similar question. I haven't quite yet gotten into implementing the actual retrieval and insertion into the database for the chat messages but I would like to know ahead of time what I'll need to do. You see, on several websites there is updates done to the page after its already been loaded, such as with chat rooms where you're actively given new messages after the page has already loaded. I'm really just posting this as a quick question to see whether this is done through forcing all clients to reload when a new message is posted or what. I would also like to know, if this is done a different way, what language relates to it so I can learn it ahead of time. Thank you.</p>
",LQ_CLOSE
"Title: How does EF6 TPT inheritance operate under the hood, specifically when adding entities and why does can't I implement it in EF Core?Query: I am aware that when using TPT inheritance in EF6 you can execute code like:

`WarehouseEmployee wEmp = new WarehouseEmployee();
_context.Employees.Add(wEmp);
`

Where WarehouseEmployee derives from Employee and Employee is an abstract class. Here Employees would be a `DbSet<Employee> Employees` in the derived `DbContext` class.

**Since this example is TPT that means we have a table per type**
So let's say our DB has the tables Employee, WarehouseEmployee, OfficeEmployee

How does EF6 handle, under the hood, adding information to the database in a situation like this? Why can't I use the same line of code in EF Core(2.0)?

Similary, why not with reads?

Why could I not set up my EF Core model classes with inheritance so I could query a derived type?"" E.g. `_context.Employees.OfType<WarehouseEmployee>.Where(e=>e.Id == employeeId)`


**Why do I ask this?**

We inherited an application we are converting from desktop to web. Legacy uses TPT and EF6 and management is asking us to use asp.net core 2.0. The database is complex and we'd like to use it as is.
",LQ_EDIT
"Title: How to retrieve multiple keys in Firebase?Query: <p>Considering this data structure:</p>

<pre><code>{
    ""users"":{
        ""user-1"":{
            ""groups"":{
                ""group-key-1"":true,
                ""group-key-3"":true
            }
        }
    },
    ""groups"":{
        ""group-key-1"":{
            ""name"":""My group 1""
        },
        ""group-key-2"":{
            ""name"":""My group 2""
        },
        ""group-key-3"":{
            ""name"":""My group 3""
        },
        ""group-key-4"":{
            ""name"":""My group 4""
        },
    }
}
</code></pre>

<p>I could get the groups of a particular user with:</p>

<pre><code>firebase.database().ref('users/user-1/groups').on(...)
</code></pre>

<p>Which would give me this object:</p>

<pre><code>{
    ""group-key-1"":true,
    ""group-key-3"":true
}
</code></pre>

<p>So now I want to retrieve the info for those groups.</p>

<p>My initial instinct would be to loop those keys and do this:</p>

<pre><code>var data = snapshot.val()
var keys = Object.keys(data)

for (var i = 0; i &lt; keys.length; i++) {
    firebase.database().ref('groups/' + keys[i]).on(...)
}
</code></pre>

<p>Is this the appropriate way to call multiple keys on the same endpoint in Firebase?</p>

<p>Does Firebase provide a better way to solve this problem?</p>
",HQ
"Title: why doesnt this prompt me a yes no at all?Query: <!-- begin snippet: js hide: false console: true babel: false -->

<!-- language: lang-js -->

    function myFunction() {
    if (confirm(""Press a button!"") == true) {
      if(this.style.backgroundColor == ""white"")
        this.style.backgroundColor = ""yellow"";
      else if(this.style.backgroundColor == ""yellow"")
        this.style.backgroundColor = ""red"";
      else if(this.style.backgroundColor == ""red"")
        this.style.backgroundColor = """" 
      else
        this.style.backgroundColor = """";
    } else {
      txt = ""You pressed Cancel!"";
    }

      if (confirm('Are you sure you want to save this thing into the database?') == true) {
        // Save it!
      } else {
        // Do nothing!
      }
    }

    var blocks = document.getElementsByClassName(""foo"");
    for (i = 0; i < blocks.length; i++) {
      blocks[i].addEventListener(""click"", myFunction);
    }

<!-- language: lang-css -->

    .foo {
      float: left;
      width: 30px;
      height: 30px;
      margin: 5px;
      border: 1px solid rgba(0, 0, 0, .2);
      border-radius: 25%;
    }

    .blue {
      background: #13b4ff;
    }

    .whole {
      float: left;
      width: 900px;
      height: 900px;
      margin: 5px;
      border: 1px solid rgba(0, 0, 0, .2);
    }

    .purple {
      background: #ab3fdd;
    }

    .wine {
      background: #ae163e;
    }

<!-- language: lang-html -->

    <div class=""whole"">
      <div id=""centerbox1"" class=""foo blue"">A1</div>
      <div id=""centerbox2"" class=""foo purple"">A2</div>
      <div id=""centerbox3"" class=""foo wine"">A3</div><br><br>

      <div id=""centerbox4"" class=""foo blue"">B1</div>
      <div id=""centerbox5"" class=""foo purple"">B2</div>
      <div id=""centerbox6"" class=""foo wine"">B3</div>
    </div>

<!-- end snippet -->
how come it doesnt work? 
i am working on a website that receives the user data whether if he is indeed going to help a patient.

i really dont know how to start this and im been on 1 simple function for weeks.

Example: i clicked square, it prompts me yes or no, the color turns yellow. clicking on the square, which is yellow, will prompt me another yes or no. turning it back to the original color.
this question is a follow up of https://stackoverflow.com/questions/47769965/div-onclick-prompts-yes-or-no-if-yes-div-change-to-different-color/47770269#47770269
",LQ_EDIT
"Title: variable in C# SQL Query not workingQuery: So I have a loop in which I grab certain ID's to make a call in a database. There are 2 variable within the query. The first one works fine but the second one returns nothing. I have tested it a lot and know that the correct value is coming through to the query. Not sure what I am doing wrong here. I replace the variable with a hard coded value that I know is returning and it works fine. Here is my code:


        SqlDataAdapter d8;

        d8 = new SqlDataAdapter(""select SUM(CAST(AMOUNT AS BIGINT)) AS NEW_AMOUNT 
        FROM ddb_proc_log_base where ( PROVID = ""+docId+"" AND CHART_STATUS = 90 
        AND YEAR(PLDATE) = 2016 AND CLASS = 2 AND ORD = "" + defer + "") OR (ORD = "" 
        + defer + "" AND PROVID = "" + this.getDocHygDS.Tables[0].Rows[t][""HYG_ID""] 
        + "" AND CHART_STATUS = 90 AND YEAR(PLDATE) = 2016 AND CLASS = 2)"", conn3);
        
        cmdBuilder5 = new SqlCommandBuilder(d8);
        d8.Fill(this.balances);
                                ",LQ_EDIT
"Title: How to send binary data back to client using GraphQLQuery: <p>I have a GraphQL server, hosted on express. I want to return images to the client by sending back nodejs buffer objects. How can i config graphql server, to return bytes, instead of json? I don't wish to do this through base64, as the image are large in size.  </p>
",HQ
"Title: How to read in words from file into a stringQuery: <p>for a lab i am working on, we are supposed to read in words from a file and get the length of each, and then store it in an array. Would reading in each word into a string and then storing the length in the array be the best way of going about this? And if so, could someone give me a pointer on how to do this? I am a bit lost..</p>

<p>Thanks!</p>
",LQ_CLOSE
"Title: batch if, for, do sentencesQuery: I discovered while I tried to add a function with if command that I probably don't understand the real function of theese commands.

what I tried to achieve: I tried to tell the script that ""if"" (variable) equals to (this) then it will ""SET"" (this variable) to 0

how I tried to acomplish this:
i tried to acomplish this by writing: `IF %Q%==/decrypt_Delhi-Inter-Cafe-Guest set decrypt_Delhi-Inter-Cafe-Guest=0`


and as you can see... I aparently don't understand quite what I'm doing here haha

why would i want to do something like this?

well I'm mostly playing around with some few things and in order for whatever I do to work. I need to write something that can do this (sort of same waY)

heres the script itself (i removed any unneccecary lines. between those codes theres an menu and a lot of other stuff I removed. this is the only part that needs fixing.)
(sorry for my incompetence. I'm here to learn) :P I tried to google a bit and read a lot but I had no luck sadly

    set encryption_Delhi-Inter_Cafe-Guest=1
    set /P Q=Console:
    IF %Q%==/decrypt_Delhi-Inter-Cafe-Guest set decrypt_Delhi-Inter-Cafe-Guest=0
    if encryption_Delhi-Inter_Cafe-Guest=0 goto decryptedsuccess
    :decryptedsuccess
    echo you successfully decrypted dheli guest network
    echo  encryption value: %encryption_Delhi-Inter_Cafe-Guest%",LQ_EDIT
"Title: AES input and outputQuery: <p>I want an implementation of AES that takes as parameters two String inputs (plaintext, key) and outputs the encrypted String ciphertext. I have search all over the Internet but I haven't found. I have found AES that has byte[] input and outputs String and the other way round. Is it already implemented or I have to play aroundwith Java and create some methods that will finally do the job? 
Thank you!</p>
",LQ_CLOSE
"Title: scala sum of an array elements through 'while loop'Query: scala throws me the error whenever i try to add/sum the elements of an array through 'while loop'

i am able to get the sum by using 'for loop'

    def sum(input:Array[Int]):Int=
      {
      var i=0;
      while(i<input.length){
      sum=i+input(i);
      i=i+1;
      }
      sum
      }


    <console>:17: error: reassignment to val
       sum= (i+input(i))
          ^
    <console>:21: error: missing argument list for method 
sum Unapplied methods are only converted to functions when a function type is expected.
You can make this conversion explicit by writing `sum _` or `sum(_)` instead of `sum`.



i also tried with return ""sum()"" but i got a diff error


    <console>:17: error: reassignment to val
       sum=i+input(i);
          ^
    <console>:20: error: not enough arguments for method 
sum: (input: Array[Int])Int.
Unspecified value parameter input.sum()",LQ_EDIT
"Title: optimized way to sort array of objects in order of another array values in javascriptQuery: <p>I have a array of ids and array of objects.  </p>

<pre><code>var ids = [4, 2, 5, 8]
var objs = [
            {""id"": 2, ""name"": ""a""}, 
            {""id"": 4, ""name"": ""b""}, 
            {""id"": 8, ""name"": ""c""}, 
            {""id"": 5, ""name"": ""d""}
        ]
</code></pre>

<p>I want to sort <code>objs</code> in order of values given in <code>ids</code> array.<br>
so sorted objs should be   </p>

<pre><code>[
    {""id"": 4, ""name"": ""a""}, 
    {""id"": 2, ""name"": ""b""}, 
    {""id"": 5, ""name"": ""c""}, 
    {""id"": 8, ""name"": ""d""}
]
</code></pre>
",LQ_CLOSE
"Title: Set a default reviewerQuery: <p>I do pull requests in a repo where it's always the same person reviewing.
I would like to set him as the default reviewer so that I don't always have to choose him at each pull request, it'd be automatic.
How to do that ?</p>
",HQ
"Title: Create a JSON object from HTML using jQuery and javascriptQuery: I would like to create JSON from HTML code using jQuery.

I have number of divs with class row, each div contains divs with class header and body.

Now, i would like to read the value of inputs from header and body and create a json object like below.

**HTML:**

    <form id=""myForm"">
    	<div class=""row"">
    		<div class=""header"">
    			<input type=""checkbox"" value=""1"">
    		</div>
    		<div class=""body"">
    			<input type=""checkbox"" value=""11"">
    			<input type=""checkbox"" value=""12"">
    		</div>
    	</div>
    	<div class=""row"">
    		<div class=""header"">
    			<input type=""checkbox"" value=""2"">
    		</div>
    		<div class=""body"">
    			<input type=""checkbox"" value=""21"">
    			<input type=""checkbox"" value=""22"">
    		</div>
    	</div>
    	<div class=""row"">
    		<div class=""header"">
    			<input type=""checkbox"" value=""3"">
    		</div>
    		<div class=""body"">
    			<input type=""checkbox"" value=""31"">
    			<input type=""checkbox"" value=""32"">
    		</div>
    	</div>
    </form>

**Desired Output
I want to generate (with jQuery) a JSON object similar to the following:**

    [
    	{
    		""line1"": 1,
    		""line2"": [11, 12]
    	},
    	{
    		""line1"": 2,
    		""line2"": [21, 22]
    	},
    	{
    		""line1"": 3,
    		""line2"": [31, 32]
    	}
    ]",LQ_EDIT
"Title: If with single and statement in cQuery: <p>What is this code doing? </p>

<p>if( x &amp; y) 
do something </p>

<p>if( x || !y) 
do something </p>

<p>I am familiar with all basic functions of if statements (&lt;, >, ==, !=) </p>
",LQ_CLOSE
"Title: How to run a program from github in PythonQuery: <p>I am trying to run a code that was provided on github. I have downloaded and installed all requirements, and I am familiar with accessing json dictionaries. Do I need to input the source url anywhere? Any direction would be helpful. Thanks
 <a href=""https://github.com/hmm/liigadata"" rel=""nofollow"">Git hub </a></p>
",LQ_CLOSE
"Title: How can i express my code using functions?Query: How can i express my code by using functions, i have tried different solutions but still cant figure out how, any tip would help. It is a simple maze game that i have in my school, so it is a learning project and i dont need necessary the solution rather than any tip how to.
    
    x = 1
    y = 1
    valid_selection = True

    while True:
        if x == 1 and y == 1:
            if valid_selection == True:
                print(""You can travel: (N)orth."")
            valid_selection = True
            choice = input(""Direction: "")
            if choice.lower() == ""n"":
                y += 1
            else:
                print(""Not a valid direction!"")
                valid_selection = False
        elif x == 1 and y == 2:
            if valid_selection == True:
                print(""You can travel: (N)orth or (E)ast or (S)outh."")
            valid_selection = True
            choice = input(""Direction: "")
            if choice.lower() == ""n"":
                y += 1
            elif choice.lower() == ""e"":
                x += 1
            elif choice.lower() == ""s"":
                y -= 1
            else:
                print(""Not a valid direction!"")
                valid_selection = False
        elif x == 3 and y == 1:
            print(""Victory!"")
            break
",LQ_EDIT
"Title: Cannot concatenate 'str' and 'list' objects (Basic list indexing Python 2)Query: I have a program that asks for the user how many names they have and then prints them depending on the category the fall in (first, middle, and last).

    names = int(input(""Number of names: ""))
    name_list = []

    for i in range(names):
        name_list.append(input(""Name: ""))

    print ""First name: "" + name_list[0]
    print ""Middle names: "" + name_list[0:len(name_list) - 1]
    print ""Last name: "" + name_list[-1]

But I'm getting a TypeError: cannot concatenate 'str' and 'list' objects on line 9 and I'm not really sure why. I look for the error but I only found way more complex programs and I didn't really get the explanation",LQ_EDIT
"Title: Angular Clickable listQuery: <p>can anyone please help me out on how to go to next form when you click on a list item using angular js ? using an example like I have a list of addresses in one form , when i click on any address  , it should redirect to next page showing the directions . thanks a lot in advance </p>
",LQ_CLOSE
"Title: Will JS be aligned with the ECMAScript specs regarding the ""typeof null""?Query: <p>In the <a href=""https://www.ecma-international.org/ecma-262/9.0/index.html#sec-terms-and-definitions-null-type"" rel=""nofollow noreferrer"">ECMAScript specs</a>, it is clearly stated that <code>Null</code> is a type whose one and only value is <code>null</code>:</p>

<pre><code>4.3.12 null value
primitive value that represents the intentional absence of any object value

4.3.13 Null type
type whose sole value is the null value
</code></pre>

<p>My question is very simple: why on earth we've got the below:</p>

<pre><code>typeof null
&gt;""object""
</code></pre>

<p>Is there any intent to correct/amend this? (either the specs or the JS language)</p>
",LQ_CLOSE
"Title: Can't find module cPickle using Python 3.5 and AnacondaQuery: <p>I am trying to use cPickle on a windows box, using Anaconda. I am using python 3.5. I am not using a virtualenv (though probably should be).</p>

<p>When I try to import cPickle I get <em>""ImportError: No module named 'cPickle'""</em></p>

<pre><code>Python 3.5.0 |Anaconda custom (64-bit)| (default, Dec  1 2015, 11:46:22) [MSC v.
1900 64 bit (AMD64)] on win32
Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.
&gt;&gt;&gt; import cPickle
Traceback (most recent call last):
  File ""&lt;stdin&gt;"", line 1, in &lt;module&gt;
ImportError: No module named 'cPickle'
</code></pre>

<p>My understanding is that cPickle comes built in with Python 3.5, so I can't understand why cPickle is not found. Any idea what has gone wrong/how I can clean things up/how to troubleshoot the issue.</p>
",HQ
"Title: ImportError: cannot import name api - Error Configuring aws_cli on centos 7Query: <p>I successfully installed aws using <code>pip install awscli --upgrade --user</code>. However, when I'm trying to <code>aws configure</code> or <code>aws --version</code>, I'm getting following error</p>

<pre><code>Traceback (most recent call last):
  File ""/bin/aws"", line 9, in &lt;module&gt;
    load_entry_point('aws==0.2.5', 'console_scripts', 'aws')()
  File ""/usr/lib/python2.7/site-packages/pkg_resources.py"", line 378, in load_entry_point
    return get_distribution(dist).load_entry_point(group, name)
  File ""/usr/lib/python2.7/site-packages/pkg_resources.py"", line 2566, in load_entry_point
    return ep.load()
  File ""/usr/lib/python2.7/site-packages/pkg_resources.py"", line 2260, in load
    entry = __import__(self.module_name, globals(),globals(), ['__name__'])
  File ""/usr/lib/python2.7/site-packages/aws/main.py"", line 7, in &lt;module&gt;
    from fabric import api as fab
ImportError: cannot import name api
</code></pre>

<p>My System details are as follows</p>

<pre><code>Python 2.7.5
pip 18.0 from /usr/lib/python2.7/site-packages/pip (python 2.7)
Operating System: CentOS Linux 7 (Core)
Kernel: Linux 3.10.0-862.9.1.el7.x86_64
Architecture: x86-64
</code></pre>

<p>Path Variable is set to <code>/usr/local/rvm/gems/ruby-2.4.1/bin:/usr/local/rvm/gems/ruby-2.4.1@global/bin:/usr/local/rvm/rubies/ruby-2.4.1/bin:/usr/local/sbin:/usr/local/bin:/sbin:/bin:/usr/sbin:/usr/bin:/usr/lib:/opt/gradle/gradle-4.7/bin:/usr/local/rvm/bin:/root/bin</code></p>
",HQ
"Title: java.sql.SQLException: Before start of result set JavaQuery: <p>I'm getting <code>java.sql.SQLException: Before start of result set</code> when I try to use this code:</p>

<pre><code>ResultSet user = query(""SELECT `id`, `counter` FROM `accounts` WHERE `username`='test'"");
int id = user.getInt(""id"");
int counter = user.getInt(""counter"");
System.out.println(""Id: "" + id + "" | Counter: "" + counter);
</code></pre>

<p>All I really need to do is get the values of id and counter and set it to an integer in java but I'm not sure how to do that this is the third method I've tried, is there anything else I can do to get that information? I know for a fact the problem isn't with my query method so I figured it'll be pointless to show it, this is pretty much the entire snippet. (Yes the connection is opened and closed no problem) Any help would be appreciated.</p>
",LQ_CLOSE
"Title: Import IntelliJ key bindings to XcodeQuery: <p>Is there a keymap for Xcode that would make it behave the same as products from JetBrains? (IntelliJ keymap)</p>

<p>I tried Googling, but Google is completely useless in this case, as it presents results for the other way around (importing Xcode key map to IntelliJ products), when searching for ""import intellij key bindings into xcode"".</p>

<p>I'd prefer not to see myself reassigning all the bindings manually :)</p>
",HQ
"Title: How do I generate the first 12 numbers in the sequence 1, 1, 1, 2, 2, 3, 4, 5, 7, 9 using a while loop?Query: <p>I have figured out the formula to work the sequence out which is the use the each number in the sequence uses the previous previous previous number + the previous previous number for example to get the number 4 you use the previous x3 number which is the first 2 in the sequence plus the previous x2 number which is the second 2 in the sequence. I understand that I have to use 4 variables and then swap the number accordingly in the loop but i cant quite figure out how to do so.
Here is what I have so far.</p>

<pre><code>    System.out.print(""Loop for the first 12 terms of sequence 1, 1, 1, 2, 2, 3, 4, 5, 7, 9\n"");
            int p0, p1, p2, p3, c;// c in control p is num is sequence.
            c=0;
            p0=1;
            p1=1;
            p2=1;
            p3=p0+p1;
            while(c&lt;=12){
                System.out.print(p0+"",""+p1+"",""+p2+"",""+p3+"","");
                c++;
            }
</code></pre>

<p>which just gives me the first 4 numbers of the sequence 12 times. Do I have to use an entirely different while loop for the next numbers or can I do it in the same loop?
any help appreciated. Thank you.</p>
",LQ_CLOSE
"Title: What am I doing wrong? Select first_name, last_name, phone FROM Student WHERE registration_date LIKE '%13/02/2007%' ORDER by last_name, first_name;Query: I have no idea what I am doing wrong. I'm in a SQL class right and I'm meant to do this: List the first name, last name and phone number for all students that registered on 2/13/2007. Arrange the list in order of last name and first name.

alright and this is what I have right now. I get a ""no rows selected"" notification when I run this: 

Select first_name, last_name, phone
FROM Student
WHERE registration_date LIKE '%13/02/2007%'
ORDER by last_name, first_name;

What am I doing wrong? I've been on this for about a half hour now. ",LQ_EDIT
"Title: How can I generate random real symmetric matrix in RQuery: <p>I know A'A will give a symmetric positive definite matrix. But how can I generate random matrix in R that is symmetric, but not necessary to be positive definite?</p>
",LQ_CLOSE
"Title: How to make this regex have proper syntax for python 3Query: #!/usr/bin/env python
# -*- encoding: utf8 -*-


import re

sample = u'I am from 美国。We should be friends. 朋友。'
for n in re.findall(ur'[\u4e00-\u9fff]+',sample):
    print n",LQ_EDIT
"Title: Flutter & Firebase: Compression before upload imageQuery: <p>I want to send photo selected by user in my app to Firebase Storage. I have a simple class with property <code>_imageFile</code> which is set like this:</p>

<pre><code>File _imageFile;

_getImage() async {
    var fileName = await ImagePicker.pickImage();
    setState(() {
        _imageFile = fileName;
    });
}
</code></pre>

<p>after that I send photo like with this code:</p>

<pre><code>final String rand1 = ""${new Random().nextInt(10000)}"";
final String rand2 = ""${new Random().nextInt(10000)}"";
final String rand3 = ""${new Random().nextInt(10000)}"";
final StorageReference ref = FirebaseStorage.instance.ref().child('${rand1}_${rand2}_${rand3}.jpg');
final StorageUploadTask uploadTask = ref.put(_imageFile);
final Uri downloadUrl = (await uploadTask.future).downloadUrl;
print(downloadUrl);
</code></pre>

<p>The problem is that the photos are often very large. Is there any method in Flutter/Dart to compress and resize photo before upload? I am ok with loss of quality.</p>
",HQ
"Title: Why having assert before main() causing compilation error?Query: Why assert is causing compilation error if I use it before main() call ?  
It causes compilation error (Syntax error):  

***""test.cpp:4:8: error: expected ')' before numeric constant""***


    #include <stdio.h>
    #include <assert.h>
    
    assert(0); //If I comment assert from here, then it compiles fine.
    
    int main()
    {
      assert(0);
      return 0;
    }

",LQ_EDIT
"Title: I believe I am getting confused with the pointers in my program.Query: Below I created a function that enters a while loop. In the while loop an if statement is called to traverse the list and check the numbers to see which one is the largest and which one is the smallest. When I run the program only one `printf()` is called, and prints the same `printf()` more than once. It seems to pick two numbers and print them under the same `printf()` function.I know that `firstNumber = firstNumber->next;` is supposed to traverse the list. Isn't `secondNumber = secondNumber->next->next;` supposed to point to the next number in the list?    

    typedef struct A_NewNumber {
    struct A_NewNumber *next;
    double newNum;
    } NewNumber;

    void NumberSize(NewNumber *start){

	NewNumber *firstNumber = start;
	NewNumber *secondNumber = start;
    
    if(start != NULL){
		while (secondNumber != NULL && secondNumber->next != NULL){
			secondNumber = secondNumber->next->next;
			firstNumber = firstNumber->next;
			if(secondNumber > firstNumber){
				printf(""The biggest number is:%lf \n"",secondNumber->newNum);
			}else{
				printf(""The smallest number is:%lf \n"",firstNumber->newNum);
			}
			firstNumber = firstNumber->next;
		 }
	  }
    }
",LQ_EDIT
"Title: jquery form validation help requairedQuery: i'm new to jQuery i made a form mixing html and jQuery, i would like to know how can i make some fields to ""required""? here is the code

    btsample=$('<div id=""sample"" title=""TITLE""/>').appendTo(ctrls).click(function(){$(""#getsample"").dialog(""open"")})
		$('<div id=""getsample"" title=""TITLE"">'
			+'<form><span>NAME : </span><input type=""text"" name=""myname"" ></input><br/>'
			+'<span>TEL : </span><input type=""text"" name=""myphone""></input><br/>'
			+'<span>ADRESS : </span><input type=""text"" name=""myaddress"" ></input><br/>'
			+'<span>Email : </span><input type=""text"" name=""myemail"" ></input><br/>'
			+'<span >PROJECT NAME : </span><input type=""text"" name=""projectName""></input><br/>'
			+'<span>ARK NAME : </span><input type=""text"" name=""arkName""></input></form> <br/>'
		+'</div>').appendTo(ctrls).dialog({
			autoOpen:false,
			modal:true,
			buttons:{""send"":getsample}
		})",LQ_EDIT
"Title: (Solved) OpenCV: How do I make a Mat colorized where the Mask is whiteQuery: I am new to opencv and just doing a basic RGB color filter. I was doing this by testing each pixel, but that's inefficient. So I tried (Java)Core.inRange but that returns a mask (black and white) and I need a colored Mat. Here is what I currently have(Java):
			
            //frame is input, out is output
            Scalar minValues = new Scalar(RFrom, GFrom, BFrom);
			Scalar maxValues = new Scalar(RTo, GTo, BTo);
			Mat mask = new Mat();
			Core.inRange(frame, minValues, maxValues, mask);
			Core.bitwise_and(frame, mask, out);

Wow. Cool. 

Almost done with writing the question and I tried switching ""out"" and ""frame"" in and using frame.copyTo(out, mask); instead of Core.bitwise_and(frame, mask, out); 

It worked!!

I'm posting this for anyone else who is new or is having problems.

Here is my final code:

            //frame is input, out is output            
            Scalar minValues = new Scalar(RFrom, GFrom, BFrom);
			Scalar maxValues = new Scalar(RTo, GTo, BTo);
			Mat mask = new Mat();
            Core.inRange(frame, minValues, maxValues, mask);
			frame.copyTo(out, mask);",LQ_EDIT
"Title: Pycharm 5.0.1: Scanning files to index taking foreverQuery: <p>I am using PyCharm Community Edition 5.0.1
It was working fine till yesterday. But it has been stuck at 'Scanning files to index' for a very long time now. Since yesterday. </p>

<p>I have tried re-installing it, and also tried invalidating cache.</p>

<p>I can make changes to programs and use it as a text editor but unable to run any file. Can anyone help? Thanks.</p>
",HQ
"Title: Extension API internal error: org.powermock.api.extension.reporter.MockingFrameworkReporterFactoryImplQuery: <p>I'm trying to write a unit test using PowerMockRunner but I got the following error:</p>

<blockquote>
  <p>java.lang.IllegalStateException: Extension API internal error:
  org.powermock.api.extension.reporter.MockingFrameworkReporterFactoryImpl
  could not be located in classpath.    at
  org.powermock.tests.utils.impl.AbstractTestSuiteChunkerImpl.getFrameworkReporterFactory(AbstractTestSuiteChunkerImpl.java:190)
    at
  org.powermock.modules.junit4.common.internal.impl.JUnit4TestSuiteChunkerImpl.getMockingFrameworkReporter(JUnit4TestSuiteChunkerImpl.java:140)
    at
  org.powermock.modules.junit4.common.internal.impl.JUnit4TestSuiteChunkerImpl.run(JUnit4TestSuiteChunkerImpl.java:119)
    at
  org.powermock.modules.junit4.common.internal.impl.AbstractCommonPowerMockRunner.run(AbstractCommonPowerMockRunner.java:53)
    at
  org.powermock.modules.junit4.PowerMockRunner.run(PowerMockRunner.java:59)
    at
  org.eclipse.jdt.internal.junit4.runner.JUnit4TestReference.run(JUnit4TestReference.java:86)
    at
  org.eclipse.jdt.internal.junit.runner.TestExecution.run(TestExecution.java:38)
    at
  org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:459)
    at
  org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:675)
    at
  org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.run(RemoteTestRunner.java:382)
    at
  org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.main(RemoteTestRunner.java:192)</p>
</blockquote>

<p>I've checked all the dependencies and it's ok, do I need somehthing else?</p>
",HQ
"Title: Is it safe to use ReactDOM.createPortal() with document.body?Query: <p>I understand that <a href=""https://medium.com/@dan_abramov/two-weird-tricks-that-fix-react-7cf9bbdef375"" rel=""noreferrer"">it's probably a bad idea</a> to <a href=""https://reactjs.org/docs/react-dom.html#render"" rel=""noreferrer""><code>ReactDOM.render()</code></a> into <code>document.body</code>. But are there any issues with using <a href=""https://reactjs.org/docs/portals.html"" rel=""noreferrer""><code>ReactDOM.createPortal()</code></a> with <code>document.body</code>?</p>

<p>Tried looking for examples of React going bonkers when you render into body so I could test it out with createPortal but I wasn't able to find any.</p>

<p>To put things into context, here's a sample usage I'm speaking about:</p>

<pre><code>import React from 'react';
import ReactDOM from 'react-dom';

export default class Modal extends React.Component {
    render() {
        return ReactDOM.createPortal(
            &lt;div className='modalContainer'&gt;
                &lt;div className='modalBox'&gt;
                    {this.props.children}
                &lt;/div&gt;
            &lt;/div&gt;,
            document.body
        );
    }
}
</code></pre>

<p>Haven't run into any issues with this pattern but I'd like to know if there are consequences as I start adding more libraries.</p>
",HQ
"Title: Intellij doesn't show .git directoryQuery: <p>How I can I get Intellij to show the .git folder in the project viewer?  I tried ctrl+alt+A and clicked ""show hidden files and directories"", but it doesn't switch to the ""on"" position, so I suppose that's not the way of going about this?</p>
",HQ
"Title: How to test android application using android studio?Query: <p>i am an QA i am performing Manual Testing for testing the Android Applications.</p>

<p>Now, i am planning to test android applications by using automation tools.
i tried Robotium. it seemed to an paid version. so i dropped Robotium.</p>

<p>i am preferring Android studio. i am not having sufficient knowledge over android studio.</p>

<p>While gathering data about this, i found Android Studio has Monkey and Monkey Runner. for Unit Testing.</p>

<p>Is there any other tool can be useful for Android Testing? 
and say how to test applications with that tools.</p>
",LQ_CLOSE
