query,Y
"Title: Angular 1.5 component with ng-modelQuery: <p>Is it possible to use ng-model with a component? I would like to bind a scope variable to a component with ng-model. I have <a href=""http://plnkr.co/edit/72XTUweimR2fzXg35xet?p=preview"">plunkered my issue</a>. I would like the component my-input to be binded to the variable from the scope userData.name.</p>

<p>I am using Angular JS 1.5.6 components, and want to avoid using directive.</p>

<pre><code>&lt;body ng-controller=""MyCtrl""&gt;
  &lt;div class=""container""&gt;
    &lt;h2&gt;My form with component&lt;/h2&gt;
    &lt;form role=""form""&gt;
      &lt;div class=""form-group""&gt;
        &lt;label&gt;First name&lt;/label&gt;
        &lt;my-input placeholder=""Enter first name"" ng-model=""userData.name""&gt;&lt;/my-input&gt;
      &lt;/div&gt;
    &lt;/form&gt;
  &lt;/div&gt;
&lt;/body&gt;
</code></pre>
",HQ
"Title: How to make a custom directory so that I can cd directory in MatlabQuery: Suppose I have a directory

    cur='C:\Windows\debug';
Then I can run `cd(cur)` now. But I'm not used to use the function format.I hope I can use `cd cur` directory.Is possible in *Matlab*?",LQ_EDIT
"Title: How do run a task in background and even if app terminated in xamarin forms?Query: <p>I need to run a task at a specified time even if my app in the background or terminated in Xamarin Forms(Android and iOS). Please suggest me the best way to do it.</p>
",LQ_CLOSE
"Title: Royal Free Flash Case Study 3â€“Pleuritic Chest Pa is showing ''Royal Free Flash Case Study 3 – Pleuritic Chest Pa'' at the time of excel exportQuery: When I am tring to download Project Name, i m getting different character for Special charter at the time excel export.      
 

 protected void lnkExportToExcel_Click(object sender, EventArgs e)
        {
            //INS1-219
            DataTable dt1 = DataHelper.ExecuteQuery(Session[""strForExcelReport""].ToString());
            DataTable dt3 = new DataTable();
            dt3.Columns.Add(""Project Code"");
            dt3.Columns.Add(""Project Name"");
            dt3.Columns.Add(""Client"");
            dt3.Columns.Add(""Status"");
            dt3.Columns.Add(""Sale Date"");
            dt3.Columns.Add(""Project Type"");
            dt3.Columns.Add(""Sales Agent"");
            dt3.Columns.Add(""Project Incharge"");
            dt3.Columns.Add(""Project Cost"");
            dt3.Columns.Add(""Planned Cost"");
            dt3.Columns.Add(""Additional Cost"");
            dt3.Columns.Add(""Payment Raised"");
            dt3.Columns.Add(""Payment Received"");
            dt3.Columns.Add(""Planned Start Date"");
            dt3.Columns.Add(""Revised Start Date"");
            dt3.Columns.Add(""Actual Start Date"");
            dt3.Columns.Add(""Planned End Date"");
            dt3.Columns.Add(""Revised End Date"");
            dt3.Columns.Add(""Actual End Date"");
            dt3.Columns.Add(""Planned Efforts(Hrs.)"");
            dt3.Columns.Add(""Revised Efforts(Hrs.)"");
            dt3.Columns.Add(""Actual Efforts(Hrs.)"");
            dt3.Columns.Add(""% TimeLine"");
            dt3.Columns.Add(""% Effort Plan"");
            dt3.Columns.Add(""% Revised"");
            dt3.Columns.Add(""% Overall"");
            dt3.Columns.Add(""Profitibility Number"");

            foreach (DataRow dr in dt1.Rows)
            {
                DateTime dtNullDate = new DateTime(2008, 1, 1);
                DateTime dtPlannedStart, dtPlannedEnd, dtActualStart, dtActualEnd;
                double dblPlanedDays = 0, dblActualDays = 0;
                double dblPlannedEffort = 0, dblCalculatedEffort = 0, dblPercentCompleteEffort = 0, dblPercentCompleteTimeLine = 0, dblPercentCompleteOverAll = 0, dblRevisedEffort = 0;
                DataRow drnew = dt3.NewRow();
                TimeSpan oPlannedSpan = TimeSpan.Zero;
                TimeSpan oActualSpan = TimeSpan.Zero;
                string[] strArr = null;             
                drnew[""Project Code""] = dr[""ProjectCode""].ToString();
                drnew[""Project Name""] = dr[""ProjectName""].ToString();
                drnew[""Client""] = dr[""OrganizationName""].ToString();              
                string  PercentOverallComplete = dr[""PercentageComplete_Overall""].ToString();               
                drnew[""Status""] = dr[""ProjectStatus""].ToString();
                DateTime SaleDate = Convert.ToDateTime(dr[""CreatedOn""]);
                drnew[""Sale Date""] = SaleDate.ToString(""dd-MMM-yyyy"");
                      drnew[""Project Type""] = dr[""CustomProjectTypeName""].ToString();
                drnew[""Sales Agent""] = dr[""SalesAgentFullName""].ToString();
                drnew[""Project Incharge""] = dr[""UserFullName""].ToString();
                drnew[""Project Cost""] = TypeConvert.IsNullDecimal(dr[""ProjectCost""], 0).ToString(""N"", en); 
                drnew[""Planned Cost""] = dr[""ProjectCost""].ToString(); 
                string sql = ""EXEC SPGetProjectCostClassification "" + dr[""ProjectID""].ToString();
                DataTable dtProjCost = DataHelper.ExecuteQuery(sql);
                if (dtProjCost != null)
                {
                    drnew[""Planned Cost""] = TypeConvert.IsNullDecimal(dtProjCost.Rows[0][""ProjectCostInitial""], 0).ToString(""N"", en);
                    drnew[""Additional Cost""] = TypeConvert.IsNullDecimal(dtProjCost.Rows[0][""AdditionalCost""], 0).ToString(""N"", en);
                }
                  string RaisedAmt = dr[""InvoiceRasiedAmount""].ToString();
                  drnew[""Payment Raised""] = RaisedAmt;
                  string receivedAmt = dr[""PaymentReceived""].ToString();
                  strArr = TypeConvert.IsNullString(RaisedAmt, string.Empty).Split(' ');
                    if (strArr.Length > 1)
                    {
                        drnew[""Payment Received""] = strArr[0] + ' ' + receivedAmt;
                    }
                    else
                    {
                        drnew[""Payment Received""] = receivedAmt;
                    }                           
                DateTime PlannedStartDate = Convert.ToDateTime(dr[""PlannedStartDate""]);
                drnew[""Planned Start Date""] = PlannedStartDate.ToString(""dd-MMM-yyyy"");
                if (drnew[""Planned Start Date""].ToString() == ""01-Jan-2008"")
                {
                    drnew[""Planned Start Date""] = """";
                }                
                DateTime RevisedStartDate = Convert.ToDateTime(dr[""AllocatedStartDate""]);
                drnew[""Revised Start Date""] = RevisedStartDate.ToString(""dd-MMM-yyyy"");
                if (drnew[""Revised Start Date""].ToString() == ""01-Jan-2008"")
                {
                    drnew[""Revised Start Date""] = """";
                }
                DateTime ActualStartDate = Convert.ToDateTime(dr[""ActualStartDate""]);
                drnew[""Actual Start Date""] = ActualStartDate.ToString(""dd-MMM-yyyy"");
                if (drnew[""Actual Start Date""].ToString() == ""01-Jan-2008"")
                {
                    drnew[""Actual Start Date""] = """";
                }
                DateTime PlannedEndDate = Convert.ToDateTime(dr[""PlannedEndDate""]);
                drnew[""Planned End Date""] = PlannedEndDate.ToString(""dd-MMM-yyyy"");
                if (drnew[""Planned End Date""].ToString() == ""01-Jan-2008"")
                {
                    drnew[""Planned End Date""] = """";
                }
                DateTime RevisedEndDate = Convert.ToDateTime(dr[""AllocatedEndDate""]);
                drnew[""Revised End Date""] = RevisedEndDate.ToString(""dd-MMM-yyyy"");
                if (drnew[""Revised End Date""].ToString() == ""01-Jan-2008"")
                {
                    drnew[""Revised End Date""] = """";
                }
                DateTime ActualEndDate = Convert.ToDateTime(dr[""ActualEndDate""]);
                drnew[""Actual End Date""] = ActualEndDate.ToString(""dd-MMM-yyyy"");
                if (drnew[""Actual End Date""].ToString() == ""01-Jan-2008"")
                {
                    drnew[""Actual End Date""] = """";
                }
                drnew[""Planned Efforts(Hrs.)""] = dr[""PlannedEfforts""].ToString();
                drnew[""Revised Efforts(Hrs.)""] = dr[""AllocatedEfforts""].ToString();
                string ActualEfforts = dr[""ActualTime""].ToString();
                if (ActualEfforts != """" && ActualEfforts != ""0"")
                {
                    string[] tokens = ActualEfforts.Split(':');
                    if (tokens.Length == 2)
                    {
                        int HourValue = Convert.ToInt32(tokens[0]);
                        int MinuteValue = Convert.ToInt32(tokens[1]);
                        double MinutesInDecimalFormat = Convert.ToDouble(MinuteValue)/60;
                        if (MinutesInDecimalFormat != 0)
                        {
                            string Minute = String.Format(""{0:0.00}"", MinutesInDecimalFormat);
                            string[] tokensExcel = Minute.ToString().Split('.');
                            drnew[""Actual Efforts(Hrs.)""] = HourValue + ""."" + tokensExcel[1]; 
                        }
                        else
                        {

                            drnew[""Actual Efforts(Hrs.)""] = HourValue + ""."" + MinutesInDecimalFormat;
                           
                        }
                    }
                }             
                dblPlanedDays = Convert.ToDateTime(dr[""PlannedEndDate""]).Subtract(Convert.ToDateTime(dr[""PlannedStartDate""])).TotalDays;
                oPlannedSpan = Convert.ToDateTime(dr[""PlannedEndDate""]).Subtract(Convert.ToDateTime(dr[""PlannedStartDate""]));
                dtActualStart = (dr[""ActualStartDate""] is DBNull) ? DateTime.Now : Convert.ToDateTime(dr[""ActualStartDate""]);
                if (dr[""ActualEndDate""] is DBNull || (!(dr[""ActualEndDate""] is DBNull) && Convert.ToDateTime(dr[""ActualEndDate""]) == MiscConstants.DEFAULT_DATE))
                    dtActualEnd = DateTime.Now;
                else
                    dtActualEnd = Convert.ToDateTime(dr[""ActualEndDate""]);                
                if (dtActualStart != dtNullDate)
                {
                   oActualSpan = dtActualEnd.Subtract(dtActualStart);
                    if (oPlannedSpan.Ticks != 0)
                    {
                        if (oActualSpan.Ticks >= oPlannedSpan.Ticks)
                            dblPercentCompleteTimeLine = (100 +
                                                          (((oActualSpan.Ticks - oPlannedSpan.Ticks)*100)/
                                                           oPlannedSpan.Ticks));
                        else
                            dblPercentCompleteTimeLine = ((oActualSpan.Ticks*100)/oPlannedSpan.Ticks);
                    }
                }
                else
                {
                    dblPercentCompleteTimeLine = 0;
                }
                drnew[""% TimeLine""] = dblPercentCompleteTimeLine.ToString(""F"");
                dblPlannedEffort = Convert.ToDouble(dr[""PlannedEfforts""]);
                dblRevisedEffort = Convert.ToDouble(dr[""AllocatedEfforts""]);              
                dblCalculatedEffort = Convert.ToDouble(dr[""ActualTime""].ToString().Replace(':', '.'));// Convert.ToDouble(actualTime);
                double dblPercentCompleteEffortRevised = 0;
                if (dblPlannedEffort > 0)
                {
                    if (dblCalculatedEffort > dblPlannedEffort)
                        dblPercentCompleteEffort = (100 + (((dblCalculatedEffort - dblPlannedEffort) * 100) / dblPlannedEffort));
                    else
                        dblPercentCompleteEffort = ((dblCalculatedEffort * 100) / dblPlannedEffort);
                }
                else
                {
                    dblPercentCompleteEffort = 100;
                }
                drnew[""% Effort Plan""] = dblPercentCompleteEffort.ToString(""F"");


                if (dblRevisedEffort > 0)
                {
                    if (dblCalculatedEffort > dblRevisedEffort)
                        dblPercentCompleteEffortRevised = (100 + (((dblCalculatedEffort - dblRevisedEffort) * 100) / dblRevisedEffort));
                    else
                        dblPercentCompleteEffortRevised = ((dblCalculatedEffort * 100) / dblRevisedEffort);
                }
                else
                {
                    dblPercentCompleteEffortRevised = 100;
                }
                drnew[""% Revised""] = dblPercentCompleteEffortRevised.ToString(""F"");
                drnew[""% Overall""] = PercentOverallComplete;
                decimal totResourceCost = TypeConvert.IsNullDecimal(dr[""ResourceCostOffshore""].ToString(), 0) + TypeConvert.IsNullDecimal(dr[""ResourceCostOnSite""].ToString(), 0);
                decimal vmsCost = TypeConvert.IsNullDecimal(dr[""OutSourcingCost""].ToString(), 0) + TypeConvert.IsNullDecimal(dr[""DirectCost""].ToString(), 0);
                decimal grandTotalCogs = totResourceCost + vmsCost;
                if ((TypeConvert.IsNullDecimal(dr[""ProjectCost""].ToString(), 0)).ToString(""0.00"") == ""0.00"")
                {
                    drnew[""Profitibility Number""] = ""0.00%"";
                }
                else
                {

                    decimal currentCOGS = (((grandTotalCogs) / (TypeConvert.IsNullDecimal(dr[""ProjectCost""].ToString(), 0))) * 100);
                    decimal percentComplete = TypeConvert.IsNullDecimal(PercentOverallComplete, 0);
                    drnew[""Profitibility Number""] = ((percentComplete > 0) ? currentCOGS * ((Convert.ToDecimal(100)) - percentComplete) / percentComplete + currentCOGS : 0).ToString(""0.00"") + ""%"";
                }                
                dt3.Rows.Add(drnew);
            }
            string attachment = ""attachment; filename=ProjectInHandDetailsList_"" + DateTime.Now.ToString(""dd MMM yyyy"") + "".xls"";
            Response.ClearContent();
            Response.AddHeader(""content-disposition"", attachment);
            Response.ContentType = ""application/vnd.ms-excel"";
            string tab = """";
            foreach (DataColumn dc in dt3.Columns)
            {
                Response.Write(tab + dc.ColumnName);
                tab = ""\t"";
            }
            Response.Write(""\n"");
            int i;

            foreach (DataRow dr in dt3.Rows)
            {
                tab = """";
                for (i = 0; i < dt3.Columns.Count; i++)
                {
                    Response.Write(tab + dr[i].ToString());
                    tab = ""\t"";
                }
                Response.Write(""\n"");
            }

            Response.End();
            //END INS1-219
        }",LQ_EDIT
"Title: How to load a pickle file from S3 to use in AWS Lambda?Query: <p>I am currently trying to load a pickled file from S3 into AWS lambda and store it to a list (the pickle is a list).</p>

<p>Here is my code:</p>

<pre><code>import pickle
import boto3

s3 = boto3.resource('s3')
with open('oldscreenurls.pkl', 'rb') as data:
    old_list = s3.Bucket(""pythonpickles"").download_fileobj(""oldscreenurls.pkl"", data)
</code></pre>

<p>I get the following error even though the file exists:</p>

<pre><code>FileNotFoundError: [Errno 2] No such file or directory: 'oldscreenurls.pkl'
</code></pre>

<p>Any ideas?</p>
",HQ
"Title: is there a way to load a gz file in java?Query: <p>I chart history files stored as gz files.<br>
Is there a way I can load a gz file in java
so far the nly results i got from google is to run external program to decompress it ,  I rather have it done within java.</p>
",LQ_CLOSE
"Title: Java setter and instane -- Change a variableQuery: I'm trying to learn how to change an instance once it's already created.  I have a constructor with a loop that prints my setting variable.  Variable setting starts as 0 being unset, and the loop loops until the setting variable isn't 0.  My obviously wrong expectations were that:

 1. A new instance would be created named object.
 2. The loop would run because the setting variable is 0.
 3. The setting variable would be changed to 1.
 4. The loop would stop.

I Ask:

 1. Why isn't my while loop using the updated variable ""setting""?
 2. Is this the correct way to something that already instantiated?
 3. If there's a better way please leave an example so I can learn.  

        public class test2 extends Thread
        {
        private int setting;   
  
    
        public void setSetting(int input) 
        {
           this.setting = input;
        }
       
    
        public test2() 
        {        
             while (setting == 0) {
             System.out.println(setting); }
        
        }
 
        
        public static void main(String[] args) 
        {
            test2 object = new test2();
            object.setSetting(1);
        
        }
        
        }
",LQ_EDIT
"Title: I am trying to make a gameQuery: I am trying to make 2D shooter with python tkinter
Here are my progress

    from tkinter import *
    
    root = Tk()
    
    c = Canvas(root, height=500, width=500, bg='blue')
    c.pack()
    
    circle1x = 250
    circle1y = 250
    circle2x = 250
    circle2y = 250
    
    circle1 = c.create_oval(circle1x, circle1y, circle1x + 10, circle1y + 10, outline='white')
    circle2 = c.create_rectangle(circle2x, circle2y,circle2x + 10, circle2y + 10)
    
    pos1 = c.coords(circle1)
    pos2 = c.coords(circle2)
    
    c.move(circle1, 250 - pos1[0], 250 - pos1[2])
    c.move(circle2, 250 - pos1[0], 250 - pos1[2])
    
    beginWall = c.create_rectangle(0, 200, 500, 210, outline='white')
    
    def move_circle(event):
       pass
    
    c.bind('<Motion>', move_circle)
But I am trying to make the func called move_circle make circle1 and circle2 follow the mouse pointer . Something like this c.goto(circle1, x, y)",LQ_EDIT
"Title: What's the best way to think about this?Query: <p>I am new to python and I have heard a lot about ""Pythonic"" work arounds to common tasks. I wrote  the following script for a project I'm working on where it needed to pick a random string from a list of strings and break the string into a key and value. The script worked for that purpose but it got me wondering about the way senior developers think about coding. </p>

<p>As a senior developer, how would you think about solving a similar problem?</p>

<ul>
<li><p>What approach would you take in writing this type of script and why? </p></li>
<li><p>How would you decide on the modules to use?</p></li>
<li><p>What did I do wrong or right and why?</p></li>
<li><p>Would you write the code as fast as possible or spend more time on it?</p></li>
</ul>

<p>'''</p>

<pre><code>import random
import re

def add_list(wordlist):
    newword = str(re.split(""="", random.choice(wordlist)))
    print(newword)
    output = open('Logfile.txt', 'a')
    output.write(""\n"" + newword)
    return output

add_list(wordlist = ['1=one', '2=two', '3=three', '4=four',])
</code></pre>

<p>'''</p>
",LQ_CLOSE
"Title: pandas.factorize on an entire data frameQuery: <p><a href=""http://pandas.pydata.org/pandas-docs/stable/generated/pandas.factorize.html"" rel=""noreferrer""><code>pandas.factorize</code></a> encodes input values as an enumerated type or categorical variable. </p>

<p>But how can I easily and efficiently convert many columns of a data frame? What about the reverse mapping step?</p>

<p>Example: This data frame contains columns with string values such as ""type 2"" which I would like to convert to numerical values - and possibly translate them back later.</p>

<p><a href=""https://i.stack.imgur.com/MLATh.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/MLATh.png"" alt=""enter image description here""></a></p>
",HQ
"Title: Connect to docker-machine using 'localhost'Query: <p>There are certain features, like JavaScript service workers without https, that only work on localhost, but when I run my app inside a docker container, using docker-compose, which runs on top of docker-machine, I need to connect to it using the address I get from </p>

<pre><code>docker-machine ip default
</code></pre>

<p>Is there a way to map <code>localhost</code> to that ip?</p>
",HQ
"Title: Copy Selected Data from DataGridView to another one when DataGridView is boundedQuery: <p>I have a small issue and I am trying to solve this problem a long time ago.
My problem is that i would like to copy a Selected DATA from a DataGridView to another but these DataGridViews are bounded.
Thanks For Helping
IF you need help just send my a message.
Thank Romeo</p>
",LQ_CLOSE
"Title: why for structure with flexible array member, we shouldn't use structure assignment for copyingQuery: <p>I'm currently learning c structure, especially structure with flexible array member. </p>

<p>Given a structure flexible array </p>

<pre><code>struct flex
{
    size_t count;
    double average;
    double scores[]; // flexible array member
};
</code></pre>

<p>I have been told not to use assignment for copying </p>

<p><a href=""https://i.stack.imgur.com/bfxVo.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/bfxVo.png"" alt=""enter image description here""></a></p>

<p>I'm not sure why this operation only copy the non-flexible member of  the structure. </p>

<p>Could someone please explain to me the underlying reasons why this is the case? </p>
",LQ_CLOSE
"Title: How to convert Automation element in to UITestControlQuery: <p>I came across one scenario where I have to identify object using Windows UI automation element.</p>

<p>I want to convert this object back to UITestControl, so that I can use inbuilt methods like waitforcontrol ready etc.</p>

<p>How Can I do this?</p>

<p>regards,</p>

<p>User232482</p>
",LQ_CLOSE
"Title: SQL noob - Car dealership stock orders listQuery: This may have already been asked before, but I couldn't find much. Please redirect me if so.

I work for a big car dealership in Switzerland. We receive dayly a List of cars in our carparks located all around the country. 
This list serves us to find which car our clients are looking for, so that we can propose them an offer.
The list is huge and difficult to work with.
For instance all optional and modelversions are written all in one cell....
So I had the idea to build a database, with a research form and a report in Ms Access so that we just need to load this list in an excel sheet, run a formatting macro in order to have a proper list to work with, then feed it to the database through table connection. This will definitely save us a lot of time 
So, at the end of the formatting macro my list look kinda like this:[formatted car list][1]


Since the same Optionals on different cars have different prices I need to have my Data to look like this:[target table format][2], so that in my report I can do  a table join query and have a list of the car's optionals with their prices.
Is there a way to do a ""Table Normalisation"" in MS Access?
Ty all for the answers in advance!


  [1]: https://i.stack.imgur.com/jWVBF.jpg
  [2]: https://i.stack.imgur.com/kDs8i.jpg",LQ_EDIT
"Title: What is the syntax of passing the entire array of struct pointers to a function?Query: <p>I'm really confused on what the correct syntax is to passing an array of struct pointers to a function? For the reason of being to be able to access each and every single one, e.g. BookList[0], BookList[5] or BookList[8].</p>

<p>Here is my struct and an array of pointers;</p>

<pre><code>struct Book{
char Category[20];
int ID;
char BookName[40];
char Author[10];};


struct Book *BookList[10];
</code></pre>

<p>So lets say I create a new void function;</p>

<pre><code>void ListBooks();
</code></pre>

<p>Now, how would the parameter syntax be? is it BookList[]? is it *BookList[10]; Apologies but I'm an extreme newbie, just trying to learn.</p>
",LQ_CLOSE
"Title: count two different buttons with one calculate functionQuery: I'm sure this is simple but I can't seem to wrap my mind around it.  I have two buttons in my C# wpf form, one to mark an answer right, one to mark it wrong.  All I need to do is keep track of how many times each button is clicked, but with ONE calculate method.  Any ideas?",LQ_EDIT
"Title: set cookies of other website using phpQuery: <p>I have a website that I want to get the names of the company using the div but the problem is the link keeps redirecting me into the homepage of the website</p>

<p>this is the site <a href=""http://us.kompass.com/"" rel=""nofollow noreferrer"">http://us.kompass.com/</a></p>

<p>I found that the problem is the cookies, is it possible to set the cookies of the website that you want to get?
is it possible to do that in php? or any ways to block the redirect?</p>

<p>referrer doesn't work here.</p>
",LQ_CLOSE
"Title: Group according to its parent and childrenQuery: This is the output of my List. I need help in grouping the children with their parent. Thanks for your help.

0).
nodeID id_0 |
nodeName Test 3 |
parentID id_0
********************************************
1).
nodeID id_72864 |
nodeName Element A |
parentID id_0 
********************************************
2).
nodeID id_72865 |
nodeName Element B |
parentID id_0
********************************************
3).
nodeID id_72866 |
nodeName Element C |
parentID id_0
********************************************
4).
nodeID id_72867 |
nodeName Element D |
parentID id_0
********************************************
5).
nodeID id_72868 |
nodeName Element E |
parentID id_0
********************************************
6).
nodeID id_72869 |
nodeName Element 1 |
parentID id_72864
********************************************
7).
nodeID id_72870 |
nodeName Element 2 |
parentID id_72865
********************************************
8).
nodeID id_108185 |
nodeName Element |
parentID id_72865
********************************************
9).
nodeID id_72871 |
nodeName Element 3 |
parentID id_72866
********************************************
10).
nodeID id_72872 |
nodeName Element 4 |
parentID id_72867
********************************************
11).
nodeID id_73527 |
nodeName Element 5 |
parentID id_72868
*********************************************",LQ_EDIT
"Title: How to use Alamofires ServerTrustPolicy.disableEvaluation in swift 5 alamofire 5.0.3Query: <p>in alamofire 4 I used this code to disable sever evaluation:</p>

<pre><code>private var Manager : Alamofire.Session = {
        // Create the server trust policies
        let serverTrustPolicies: [String: ServerTrustPolicy] = [""serverurl.com"": .disableEvaluation]
        // Create custom manager
        let configuration = URLSessionConfiguration.default
        configuration.httpAdditionalHeaders = Alamofire.Session.defaultHTTPHeaders
        let man = Alamofire.Session(
            configuration: URLSessionConfiguration.default,
            serverTrustPolicyManager: ServerTrustManager(policies: serverTrustPolicies)
        )
        return man
    }()
</code></pre>

<p>but is not working anymore in alamofire 5 with swift 5 xcode 10.2, I got this errors.</p>

<blockquote>
  <p>Use of undeclared type 'ServerTrustPolicy' 
  Type 'Session' has no member 'defaultHTTPHeaders'</p>
</blockquote>

<p>but I cant find a new way to make this work with alamofire 5.</p>
",HQ
"Title: VBA Code to pick from rangeQuery: I am trying to write a simple VBA code to  pick up a complete row from one sheet and copy to another sheet based o cetain If condition

For Ex: If the first value in the row is Cricket, system will create a worksheet in the name of cricket and whatever row has the first value as cricket, it will copy and paste the row in to that sheet

i have written below, however its not working as expected

     Sub officetest()

    Worksheets(""Sheet1"").Activate
    If Range(""A1,A10000"") = ""Cricket"" Then
    Sheets.Add
    Sheets(2).Name = ""Cricket""
    Worksheets(""Sheet1"").Range(""A1, A10000"").Copy 
    Worksheets(""Sheet2"").Range(""A1"")
    End If

    End Sub
",LQ_EDIT
"Title: how to change 'return' button in keyboard?Query: <p>How can I change the return button to some other native buttons ios has? </p>

<p>Now it shows the grey <code>return</code> button and instead I want it to be blue with some other text like the example below: </p>

<p>EXAMPLE:</p>

<p><a href=""https://i.stack.imgur.com/V2rqc.jpg"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/V2rqc.jpg"" alt=""enter image description here""></a> </p>
",HQ
"Title: android studio : error in Type in number in edittext then do math on it and show resultQuery: hi the title says it all
here is the code 




 

    public class Main2Activity extends AppCompatActivity  {

    @Override
    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        setContentView(R.layout.activity_main2);
        ImageButton imageButton = (ImageButton) findViewById(R.id.imageButton);
        ImageButton imageButton2 = (ImageButton) findViewById(R.id.imageButton2);
        ImageButton imageButton3= (ImageButton) findViewById(R.id.imageButton3);
        ImageButton imageButton4 = (ImageButton) findViewById(R.id.imageButton4);
        ImageButton imageButton5 = (ImageButton) findViewById(R.id.imageButton5);
        ImageButton imageButton6 = (ImageButton) findViewById(R.id.imageButton6);
        ImageButton imageButton7 = (ImageButton) findViewById(R.id.imageButton7);
        ImageButton imageButton8 = (ImageButton) findViewById(R.id.imageButton8);
        ImageButton imageButton9 = (ImageButton) findViewById(R.id.imageButton9);
        final EditText editText = (EditText) findViewById(R.id.editText);
        EditText editText2 = (EditText) findViewById(R.id.editText2);
        EditText editText3 = (EditText) findViewById(R.id.editText3);
        final TextView textView50 = (TextView)findViewById(R.id.textView50);
        //here where the android monitor says it error

        final int dayNumber = Integer.parseInt(editText.getText().toString());
        editText2.getText();
        editText3.getText();
        imageButton3.setOnClickListener(new View.OnClickListener() {
            @Override
            public void onClick(View view) {
            int a = dayNumber * 4;
                textView50.setText(String.valueOf(a));
            }
        });



and here is the android monitor result

07-31 19:45:54.353 19858-19858/? E/AndroidRuntime: FATAL EXCEPTION: main
                                                   Process: ahmednageeb.com.yourageinotherplanets, PID: 19858
                                                   java.lang.RuntimeException: Unable to start activity ComponentInfo{ahmednageeb.com.package/ahmednageeb.com.package.Main2Activity}: java.lang.NumberFormatException: Invalid int: """"
                                                       at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2416)
                                                       at android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:2476)
                                                       at android.app.ActivityThread.-wrap11(ActivityThread.java)
                                                       at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1344)
                                                       at android.os.Handler.dispatchMessage(Handler.java:102)
                                                       at android.os.Looper.loop(Looper.java:148)
                                                       at android.app.ActivityThread.main(ActivityThread.java:5417)
                                                       at java.lang.reflect.Method.invoke(Native Method)
                                                       at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:726)
                                                       at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:616)
                                                    Caused by: java.lang.NumberFormatException: Invalid int: """"
                                                       at java.lang.Integer.invalidInt(Integer.java:138)
                                                       at java.lang.Integer.parseInt(Integer.java:358)
                                                       at java.lang.Integer.parseInt(Integer.java:334)
                                                       at ahmednageeb.com.package.Main2Activity.onCreate(Main2Activity.java:40)
                                                       at android.app.Activity.performCreate(Activity.java:6237)
                                                       at android.app.Instrumentation.callActivityOnCreate(Instrumentation.java:1107)
                                                       at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2369)
                                                       at android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:2476) 
                                                       at android.app.ActivityThread.-wrap11(ActivityThread.java) 
                                                       at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1344) 
                                                       at android.os.Handler.dispatchMessage(Handler.java:102) 
                                                       at android.os.Looper.loop(Looper.java:148) 
                                                       at android.app.ActivityThread.main(ActivityThread.java:5417) 
                                                       at java.lang.reflect.Method.invoke(Native Method) 
                                                       at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:726) 
                                                       at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:616) 
07-31 19:45:56.587 19858-19858/ahmednageeb.com.package I/Process: Sending signal. PID: 19858 SIG: 9
",LQ_EDIT
"Title: ANDROID | How to create button mode vertical in AlertDialog?Query: <p>I not have idea about this...
maybe you all can help me for code to make alert dialog like this
<a href=""https://i.stack.imgur.com/jG6nG.jpg"" rel=""nofollow noreferrer"">see image alert dialog here</a></p>

<p>thanks all....</p>
",LQ_CLOSE
"Title: How Can I have IIS properly serve .webmanifest files on my web site?Query: <p>The <a href=""https://realfavicongenerator.net/"" rel=""noreferrer"">Favicon Generator</a> assembles a package for webmasters to use in order to have icons available for many different devices.  The page comes with a file called <code>site.manifest</code> which is linked to via the following tag in the web page's document <code>&lt;head&gt;</code>:</p>

<pre><code>&lt;link rel=""manifest"" href=""site.webmanifest""&gt;
</code></pre>

<p>According to <a href=""https://developer.mozilla.org/en-US/docs/Web/Manifest"" rel=""noreferrer"">Mozilla</a>: <em>""The web app manifest provides information about an application (such as name, author, icon, and description) in a JSON text file. The purpose of the manifest is to install web applications to the homescreen of a device, providing users with quicker access and a richer experience.""</em></p>

<p>Unfortunately if you are using Microsoft's Internet Information Services (IIS), you'll get a 404.3 error if you try and access the <code>site.webmanifest</code> file.</p>

<p>The exact error message is as follows: <em>""The page you are requesting cannot be served because of the extension configuration. If the page is a script, add a handler. If the file should be downloaded, add a MIME map.""</em></p>

<p>How can I properly serve <code>site.webmanifest</code> files in IIS?</p>
",HQ
